userid,pwd,email,displayName
lnzpbrsgsyaripq,35331034938,lnzpbrsgsyaripq@campus.fct.unl.pt,"lnzpbrsgsyaripq"
dxdrgtjqkmqeiom,7981937499,dxdrgtjqkmqeiom@campus.fct.unl.pt,"dxdrgtjqkmqeiom"
sxflzwoaxnrbbpf,879512488113,sxflzwoaxnrbbpf@campus.fct.unl.pt,"sxflzwoaxnrbbpf"
vrqazmtwfkuzsgu,114544012562,vrqazmtwfkuzsgu@campus.fct.unl.pt,"vrqazmtwfkuzsgu"
yencxqxvksomtdt,81871094171,yencxqxvksomtdt@campus.fct.unl.pt,"yencxqxvksomtdt"
kxtyyjtrdppqmpn,59431229477,kxtyyjtrdppqmpn@campus.fct.unl.pt,"kxtyyjtrdppqmpn"
agvzpbwnnmlelam,10577704294,agvzpbwnnmlelam@campus.fct.unl.pt,"agvzpbwnnmlelam"
yukjqpfpakmmcxq,1001031125453,yukjqpfpakmmcxq@campus.fct.unl.pt,"yukjqpfpakmmcxq"
erywnindokwfjbk,55104454456,erywnindokwfjbk@campus.fct.unl.pt,"erywnindokwfjbk"
crnjfdbkmithgdn,7411510011246,crnjfdbkmithgdn@campus.fct.unl.pt,"crnjfdbkmithgdn"
drnaznegmwbxmhh,351164710842,drnaznegmwbxmhh@campus.fct.unl.pt,"drnaznegmwbxmhh"
afvlhyrrqwvraxf,8973678855,afvlhyrrqwvraxf@campus.fct.unl.pt,"afvlhyrrqwvraxf"
ynpkyoinwgxcnet,1069412110960,ynpkyoinwgxcnet@campus.fct.unl.pt,"ynpkyoinwgxcnet"
bfigzilsqvxhoru,86103899736,bfigzilsqvxhoru@campus.fct.unl.pt,"bfigzilsqvxhoru"
jgiuxrekqqgqpeo,6948439434,jgiuxrekqqgqpeo@campus.fct.unl.pt,"jgiuxrekqqgqpeo"
lsqfxbllkkqtdvy,62112964339,lsqfxbllkkqtdvy@campus.fct.unl.pt,"lsqfxbllkkqtdvy"
qfaqdzdeaihywmm,6245663457,qfaqdzdeaihywmm@campus.fct.unl.pt,"qfaqdzdeaihywmm"
odfhzjianzgvmfn,6733493594,odfhzjianzgvmfn@campus.fct.unl.pt,"odfhzjianzgvmfn"
khizzllbsmdqhky,11635715536,khizzllbsmdqhky@campus.fct.unl.pt,"khizzllbsmdqhky"
xbcfgzneszknaym,737677121120,xbcfgzneszknaym@campus.fct.unl.pt,"xbcfgzneszknaym"
plemndokoaesrtx,6840407566,plemndokoaesrtx@campus.fct.unl.pt,"plemndokoaesrtx"
khsxudthxeurwbp,861211159582,khsxudthxeurwbp@campus.fct.unl.pt,"khsxudthxeurwbp"
btcsoosndxgvcay,6597846843,btcsoosndxgvcay@campus.fct.unl.pt,"btcsoosndxgvcay"
rhrzhjcmsdksfsk,641097572105,rhrzhjcmsdksfsk@campus.fct.unl.pt,"rhrzhjcmsdksfsk"
knsyzkayhrsztww,359512351118,knsyzkayhrsztww@campus.fct.unl.pt,"knsyzkayhrsztww"
lwylnafaeeszykj,12110812610355,lwylnafaeeszykj@campus.fct.unl.pt,"lwylnafaeeszykj"
nppmmtucussdtol,438912375125,nppmmtucussdtol@campus.fct.unl.pt,"nppmmtucussdtol"
cqfjbnklqfplgyu,928310110348,cqfjbnklqfplgyu@campus.fct.unl.pt,"cqfjbnklqfplgyu"
cvpndjcgsyidhvd,67848311247,cvpndjcgsyidhvd@campus.fct.unl.pt,"cvpndjcgsyidhvd"
mkhiaoeutqgciao,100116915639,mkhiaoeutqgciao@campus.fct.unl.pt,"mkhiaoeutqgciao"
xwyscqwxutfqvqz,101798210551,xwyscqwxutfqvqz@campus.fct.unl.pt,"xwyscqwxutfqvqz"
zvpamaskmpbzwho,105559710884,zvpamaskmpbzwho@campus.fct.unl.pt,"zvpamaskmpbzwho"
brjbnuqyqajkqid,117115443892,brjbnuqyqajkqid@campus.fct.unl.pt,"brjbnuqyqajkqid"
bgvvgmgivqwwfyj,11296437377,bgvvgmgivqwwfyj@campus.fct.unl.pt,"bgvvgmgivqwwfyj"
ppalnikkzvktozv,7187523485,ppalnikkzvktozv@campus.fct.unl.pt,"ppalnikkzvktozv"
qwgdjpwxddcwgai,119363379117,qwgdjpwxddcwgai@campus.fct.unl.pt,"qwgdjpwxddcwgai"
aoddjlowghyrqyh,76751253498,aoddjlowghyrqyh@campus.fct.unl.pt,"aoddjlowghyrqyh"
shnauzwiczkcqdj,98353310942,shnauzwiczkcqdj@campus.fct.unl.pt,"shnauzwiczkcqdj"
yvxcmkaofxwofhl,5767746694,yvxcmkaofxwofhl@campus.fct.unl.pt,"yvxcmkaofxwofhl"
fgulegocsnejejd,66371007957,fgulegocsnejejd@campus.fct.unl.pt,"fgulegocsnejejd"
xvpsfeetrzxkjfa,8744616093,xvpsfeetrzxkjfa@campus.fct.unl.pt,"xvpsfeetrzxkjfa"
ilhelkipfarxvtu,101100637289,ilhelkipfarxvtu@campus.fct.unl.pt,"ilhelkipfarxvtu"
qsflomurrzzbhnx,1241231083965,qsflomurrzzbhnx@campus.fct.unl.pt,"qsflomurrzzbhnx"
csholublsgsdebj,106113116115107,csholublsgsdebj@campus.fct.unl.pt,"csholublsgsdebj"
fhsgfsgaxbpxwap,115123754252,fhsgfsgaxbpxwap@campus.fct.unl.pt,"fhsgfsgaxbpxwap"
ustjdnzwkvzfanr,631074946120,ustjdnzwkvzfanr@campus.fct.unl.pt,"ustjdnzwkvzfanr"
mojtmchovlxrzgr,47376182103,mojtmchovlxrzgr@campus.fct.unl.pt,"mojtmchovlxrzgr"
vjjedtsbtotketv,45798986109,vjjedtsbtotketv@campus.fct.unl.pt,"vjjedtsbtotketv"
yhkzlqqbkxbahtl,11345104116107,yhkzlqqbkxbahtl@campus.fct.unl.pt,"yhkzlqqbkxbahtl"
mjhuxjtiljhekiz,1011121075242,mjhuxjtiljhekiz@campus.fct.unl.pt,"mjhuxjtiljhekiz"
vnrzdhbvwnbgjwz,631166854115,vnrzdhbvwnbgjwz@campus.fct.unl.pt,"vnrzdhbvwnbgjwz"
rizievtqmtpylvq,429710112533,rizievtqmtpylvq@campus.fct.unl.pt,"rizievtqmtpylvq"
shuijztqyxrilgk,50122729861,shuijztqyxrilgk@campus.fct.unl.pt,"shuijztqyxrilgk"
lgyemzltobdktes,4649949042,lgyemzltobdktes@campus.fct.unl.pt,"lgyemzltobdktes"
emhanqmqmboflkc,7244706480,emhanqmqmboflkc@campus.fct.unl.pt,"emhanqmqmboflkc"
ulovkbwnvzrvahn,517310338122,ulovkbwnvzrvahn@campus.fct.unl.pt,"ulovkbwnvzrvahn"
qmrqebkkleoeemx,86121484567,qmrqebkkleoeemx@campus.fct.unl.pt,"qmrqebkkleoeemx"
aeojxtfpsazjztn,53101808495,aeojxtfpsazjztn@campus.fct.unl.pt,"aeojxtfpsazjztn"
ttjenrqxxmjxhcn,1021166810382,ttjenrqxxmjxhcn@campus.fct.unl.pt,"ttjenrqxxmjxhcn"
hvdndgnvhhzurez,110108598294,hvdndgnvhhzurez@campus.fct.unl.pt,"hvdndgnvhhzurez"
gsxphswfjmunqkr,69794557103,gsxphswfjmunqkr@campus.fct.unl.pt,"gsxphswfjmunqkr"
kalhdmmwowkutme,369312273105,kalhdmmwowkutme@campus.fct.unl.pt,"kalhdmmwowkutme"
jymezcztbzuwssz,90973692124,jymezcztbzuwssz@campus.fct.unl.pt,"jymezcztbzuwssz"
vysgbgzuobldwxs,62913712257,vysgbgzuobldwxs@campus.fct.unl.pt,"vysgbgzuobldwxs"
eadgrranuxmfmml,96114693869,eadgrranuxmfmml@campus.fct.unl.pt,"eadgrranuxmfmml"
iyyvmjujdkqkkpi,696811856119,iyyvmjujdkqkkpi@campus.fct.unl.pt,"iyyvmjujdkqkkpi"
avjiiduuxsrxqzg,39887049111,avjiiduuxsrxqzg@campus.fct.unl.pt,"avjiiduuxsrxqzg"
dtqaugglxgxehrt,426010489116,dtqaugglxgxehrt@campus.fct.unl.pt,"dtqaugglxgxehrt"
aynzevweruyveng,5939697394,aynzevweruyveng@campus.fct.unl.pt,"aynzevweruyveng"
ldlcocwgfdykpvu,10672666858,ldlcocwgfdykpvu@campus.fct.unl.pt,"ldlcocwgfdykpvu"
uocaybcdodgfgfg,78123728044,uocaybcdodgfgfg@campus.fct.unl.pt,"uocaybcdodgfgfg"
zcexcivlvtippvi,7346115105115,zcexcivlvtippvi@campus.fct.unl.pt,"zcexcivlvtippvi"
amfzmvdvgxpkupx,82106669576,amfzmvdvgxpkupx@campus.fct.unl.pt,"amfzmvdvgxpkupx"
tyhuzzpiobaswib,40111866179,tyhuzzpiobaswib@campus.fct.unl.pt,"tyhuzzpiobaswib"
uyzybowapnkugyr,4487964093,uyzybowapnkugyr@campus.fct.unl.pt,"uyzybowapnkugyr"
mcacrwgzeqcrvoz,405612510090,mcacrwgzeqcrvoz@campus.fct.unl.pt,"mcacrwgzeqcrvoz"
vxcinywofyognvy,5512310210085,vxcinywofyognvy@campus.fct.unl.pt,"vxcinywofyognvy"
pllaoisylotakwl,3858336588,pllaoisylotakwl@campus.fct.unl.pt,"pllaoisylotakwl"
kbsqjbfjprgthnv,90961196181,kbsqjbfjprgthnv@campus.fct.unl.pt,"kbsqjbfjprgthnv"
rmlkaheecpmhbja,6891846479,rmlkaheecpmhbja@campus.fct.unl.pt,"rmlkaheecpmhbja"
thlboxftdmedspe,341011113746,thlboxftdmedspe@campus.fct.unl.pt,"thlboxftdmedspe"
asmukhjzmkewpme,126884543109,asmukhjzmkewpme@campus.fct.unl.pt,"asmukhjzmkewpme"
cllrwlsrualuczp,95716161109,cllrwlsrualuczp@campus.fct.unl.pt,"cllrwlsrualuczp"
rfnveucjhtwublt,57558074101,rfnveucjhtwublt@campus.fct.unl.pt,"rfnveucjhtwublt"
fxcoxwoccpxnspy,50105677291,fxcoxwoccpxnspy@campus.fct.unl.pt,"fxcoxwoccpxnspy"
aundzsmnpsvarcl,111424256114,aundzsmnpsvarcl@campus.fct.unl.pt,"aundzsmnpsvarcl"
gkrthuhnhyoteyv,121765759103,gkrthuhnhyoteyv@campus.fct.unl.pt,"gkrthuhnhyoteyv"
rxzitijaricknzr,6798578274,rxzitijaricknzr@campus.fct.unl.pt,"rxzitijaricknzr"
zecuolucatchhca,126949052114,zecuolucatchhca@campus.fct.unl.pt,"zecuolucatchhca"
edgnwkjcqgehykb,97839160120,edgnwkjcqgehykb@campus.fct.unl.pt,"edgnwkjcqgehykb"
ahhsqrfzgxkwush,351105311834,ahhsqrfzgxkwush@campus.fct.unl.pt,"ahhsqrfzgxkwush"
rvygknmzdxcezjt,73937710252,rvygknmzdxcezjt@campus.fct.unl.pt,"rvygknmzdxcezjt"
vmsskrztjtrcnyw,5697345059,vmsskrztjtrcnyw@campus.fct.unl.pt,"vmsskrztjtrcnyw"
uxeirudwjbzonrg,116958011348,uxeirudwjbzonrg@campus.fct.unl.pt,"uxeirudwjbzonrg"
zhgabgmltrecefa,4680967588,zhgabgmltrecefa@campus.fct.unl.pt,"zhgabgmltrecefa"
pozzsaqskyhpzlk,3378637694,pozzsaqskyhpzlk@campus.fct.unl.pt,"pozzsaqskyhpzlk"
cjejmldmuyfrzje,77748680119,cjejmldmuyfrzje@campus.fct.unl.pt,"cjejmldmuyfrzje"
hpqdpzffykpwmyq,11210810910751,hpqdpzffykpwmyq@campus.fct.unl.pt,"hpqdpzffykpwmyq"
oiwseupuwgzqwpb,99761175356,oiwseupuwgzqwpb@campus.fct.unl.pt,"oiwseupuwgzqwpb"
maxijoxpeeqxlsx,3635739852,maxijoxpeeqxlsx@campus.fct.unl.pt,"maxijoxpeeqxlsx"
qmvqtubsqorcjze,461069592119,qmvqtubsqorcjze@campus.fct.unl.pt,"qmvqtubsqorcjze"
amhhzgdmdyzgikf,100105745545,amhhzgdmdyzgikf@campus.fct.unl.pt,"amhhzgdmdyzgikf"
mglognvbgbyfqlo,64110508995,mglognvbgbyfqlo@campus.fct.unl.pt,"mglognvbgbyfqlo"
lnlwfpqmmxxhldo,112886438104,lnlwfpqmmxxhldo@campus.fct.unl.pt,"lnlwfpqmmxxhldo"
wapxiqwoheykspf,10639943744,wapxiqwoheykspf@campus.fct.unl.pt,"wapxiqwoheykspf"
nfdmuzipqrvbeiy,858312480100,nfdmuzipqrvbeiy@campus.fct.unl.pt,"nfdmuzipqrvbeiy"
avawikrxwtfoxau,656111210336,avawikrxwtfoxau@campus.fct.unl.pt,"avawikrxwtfoxau"
sbkzyhegohnrrvi,125669212281,sbkzyhegohnrrvi@campus.fct.unl.pt,"sbkzyhegohnrrvi"
mkyxrpmyaairojk,8234814964,mkyxrpmyaairojk@campus.fct.unl.pt,"mkyxrpmyaairojk"
ocmxtrfyjngttgv,8063495580,ocmxtrfyjngttgv@campus.fct.unl.pt,"ocmxtrfyjngttgv"
cereforjcmaxnhd,93106484951,cereforjcmaxnhd@campus.fct.unl.pt,"cereforjcmaxnhd"
fyvralynlnlotdj,1115984120114,fyvralynlnlotdj@campus.fct.unl.pt,"fyvralynlnlotdj"
xtwjtiaufjkhgmx,35751229984,xtwjtiaufjkhgmx@campus.fct.unl.pt,"xtwjtiaufjkhgmx"
qyzweaoechijffx,7575699076,qyzweaoechijffx@campus.fct.unl.pt,"qyzweaoechijffx"
ysvdzrlerjslrcx,63123363870,ysvdzrlerjslrcx@campus.fct.unl.pt,"ysvdzrlerjslrcx"
xntlcjjycotmgay,893310310458,xntlcjjycotmgay@campus.fct.unl.pt,"xntlcjjycotmgay"
izcovimqywnlkbx,8187465479,izcovimqywnlkbx@campus.fct.unl.pt,"izcovimqywnlkbx"
gkxdgqzmeabqfss,3512010612461,gkxdgqzmeabqfss@campus.fct.unl.pt,"gkxdgqzmeabqfss"
arypmetdhifqaoy,122406839119,arypmetdhifqaoy@campus.fct.unl.pt,"arypmetdhifqaoy"
yjpnfymjquxlryp,801107612535,yjpnfymjquxlryp@campus.fct.unl.pt,"yjpnfymjquxlryp"
mnqvdhijsgwzhij,86891264046,mnqvdhijsgwzhij@campus.fct.unl.pt,"mnqvdhijsgwzhij"
xyzsqpkythnqotu,10412511512288,xyzsqpkythnqotu@campus.fct.unl.pt,"xyzsqpkythnqotu"
qkinbbtunuoizbp,3611265122112,qkinbbtunuoizbp@campus.fct.unl.pt,"qkinbbtunuoizbp"
adgrxyaqodawhkd,8867365989,adgrxyaqodawhkd@campus.fct.unl.pt,"adgrxyaqodawhkd"
vyriekcbybmofkp,388510274125,vyriekcbybmofkp@campus.fct.unl.pt,"vyriekcbybmofkp"
obbnbmvxrmmkqgt,1153810810635,obbnbmvxrmmkqgt@campus.fct.unl.pt,"obbnbmvxrmmkqgt"
wjgqlfmpnxsfltu,91887851120,wjgqlfmpnxsfltu@campus.fct.unl.pt,"wjgqlfmpnxsfltu"
ssnpdyqaeliaqvd,57831097843,ssnpdyqaeliaqvd@campus.fct.unl.pt,"ssnpdyqaeliaqvd"
fclfpdbgkjfxxzl,1131056499119,fclfpdbgkjfxxzl@campus.fct.unl.pt,"fclfpdbgkjfxxzl"
tqstdjjyjduqwdf,71818812083,tqstdjjyjduqwdf@campus.fct.unl.pt,"tqstdjjyjduqwdf"
atvaavguyjiixzz,39751255466,atvaavguyjiixzz@campus.fct.unl.pt,"atvaavguyjiixzz"
sutumjptplxkykz,12511210184111,sutumjptplxkykz@campus.fct.unl.pt,"sutumjptplxkykz"
jdpbvdatxwmwgru,41776037110,jdpbvdatxwmwgru@campus.fct.unl.pt,"jdpbvdatxwmwgru"
rezybstbgpkodup,568811039111,rezybstbgpkodup@campus.fct.unl.pt,"rezybstbgpkodup"
zhnlilxmnsxjzmq,64103477577,zhnlilxmnsxjzmq@campus.fct.unl.pt,"zhnlilxmnsxjzmq"
zfiupyhzqfxdqur,119126115113102,zfiupyhzqfxdqur@campus.fct.unl.pt,"zfiupyhzqfxdqur"
ozthbzavnnxnsqd,481036611284,ozthbzavnnxnsqd@campus.fct.unl.pt,"ozthbzavnnxnsqd"
wjyowhpbqglzmch,10937627399,wjyowhpbqglzmch@campus.fct.unl.pt,"wjyowhpbqglzmch"
ewcljjxnuuyxvdh,8258658663,ewcljjxnuuyxvdh@campus.fct.unl.pt,"ewcljjxnuuyxvdh"
pnuovfqjythelfr,125485364106,pnuovfqjythelfr@campus.fct.unl.pt,"pnuovfqjythelfr"
ieuaillbdbuusbd,6994975633,ieuaillbdbuusbd@campus.fct.unl.pt,"ieuaillbdbuusbd"
bnfdbjdbbaannym,9061765070,bnfdbjdbbaannym@campus.fct.unl.pt,"bnfdbjdbbaannym"
dejwrjgzvglscix,771023483122,dejwrjgzvglscix@campus.fct.unl.pt,"dejwrjgzvglscix"
kfgsrlurcdztsif,72103894755,kfgsrlurcdztsif@campus.fct.unl.pt,"kfgsrlurcdztsif"
blfrwwfigkyfnfw,6274818791,blfrwwfigkyfnfw@campus.fct.unl.pt,"blfrwwfigkyfnfw"
grjqohuvuzwkcmg,12034807264,grjqohuvuzwkcmg@campus.fct.unl.pt,"grjqohuvuzwkcmg"
pyyeehisgxauger,67911178975,pyyeehisgxauger@campus.fct.unl.pt,"pyyeehisgxauger"
cjbkidrkgjxliaw,86906040105,cjbkidrkgjxliaw@campus.fct.unl.pt,"cjbkidrkgjxliaw"
shpsiceerckrgvz,1196549115119,shpsiceerckrgvz@campus.fct.unl.pt,"shpsiceerckrgvz"
xpoceyneoyuynwk,5410564117104,xpoceyneoyuynwk@campus.fct.unl.pt,"xpoceyneoyuynwk"
riwqbrfsfdjbpdc,119122624389,riwqbrfsfdjbpdc@campus.fct.unl.pt,"riwqbrfsfdjbpdc"
gfsswksodseatbh,57104554486,gfsswksodseatbh@campus.fct.unl.pt,"gfsswksodseatbh"
nktuhiqlofbygdj,118117855236,nktuhiqlofbygdj@campus.fct.unl.pt,"nktuhiqlofbygdj"
xuaeyaxfjeuukov,1127311512679,xuaeyaxfjeuukov@campus.fct.unl.pt,"xuaeyaxfjeuukov"
tsxvghuhjtbexeq,121506011761,tsxvghuhjtbexeq@campus.fct.unl.pt,"tsxvghuhjtbexeq"
odanabrzoqxetwm,85541056565,odanabrzoqxetwm@campus.fct.unl.pt,"odanabrzoqxetwm"
bldzohlvupzlila,3539454284,bldzohlvupzlila@campus.fct.unl.pt,"bldzohlvupzlila"
qobmoqjulezgmrh,111109898168,qobmoqjulezgmrh@campus.fct.unl.pt,"qobmoqjulezgmrh"
meqscvhtkosiufk,101353851126,meqscvhtkosiufk@campus.fct.unl.pt,"meqscvhtkosiufk"
wjkplqylvrkfkgo,538088123117,wjkplqylvrkfkgo@campus.fct.unl.pt,"wjkplqylvrkfkgo"
nrlypjrjhbahzpo,3679508744,nrlypjrjhbahzpo@campus.fct.unl.pt,"nrlypjrjhbahzpo"
zqnlgdommglwhkl,48119999341,zqnlgdommglwhkl@campus.fct.unl.pt,"zqnlgdommglwhkl"
dkatlxmisbzfher,331243610183,dkatlxmisbzfher@campus.fct.unl.pt,"dkatlxmisbzfher"
ttlmagsxkzbqrlh,88723412098,ttlmagsxkzbqrlh@campus.fct.unl.pt,"ttlmagsxkzbqrlh"
qvlrcullxlbhooy,109649212269,qvlrcullxlbhooy@campus.fct.unl.pt,"qvlrcullxlbhooy"
goelnfzycpbyroz,6770349346,goelnfzycpbyroz@campus.fct.unl.pt,"goelnfzycpbyroz"
yyscrlqmlymcgrt,43721225372,yyscrlqmlymcgrt@campus.fct.unl.pt,"yyscrlqmlymcgrt"
nyvxzrifonsdgjf,74697811678,nyvxzrifonsdgjf@campus.fct.unl.pt,"nyvxzrifonsdgjf"
ojbeubiwtiqszxu,5510410511461,ojbeubiwtiqszxu@campus.fct.unl.pt,"ojbeubiwtiqszxu"
ahryndcmteblgnf,3480468066,ahryndcmteblgnf@campus.fct.unl.pt,"ahryndcmteblgnf"
iwszxjqkyfcjmcs,7534114117119,iwszxjqkyfcjmcs@campus.fct.unl.pt,"iwszxjqkyfcjmcs"
etamtdduxazmygg,511118290121,etamtdduxazmygg@campus.fct.unl.pt,"etamtdduxazmygg"
fzmjkqpbdafztvb,653410941103,fzmjkqpbdafztvb@campus.fct.unl.pt,"fzmjkqpbdafztvb"
niqfaabgaqcmeni,12212112189120,niqfaabgaqcmeni@campus.fct.unl.pt,"niqfaabgaqcmeni"
xfzfhlmeoirfbkd,991096510557,xfzfhlmeoirfbkd@campus.fct.unl.pt,"xfzfhlmeoirfbkd"
pqcqjqvwpilhrsq,4143989482,pqcqjqvwpilhrsq@campus.fct.unl.pt,"pqcqjqvwpilhrsq"
kztallutvoypqiq,78691203583,kztallutvoypqiq@campus.fct.unl.pt,"kztallutvoypqiq"
mcyqptzwkursfln,7746746747,mcyqptzwkursfln@campus.fct.unl.pt,"mcyqptzwkursfln"
zqhnhujjrmqmnxz,468711238120,zqhnhujjrmqmnxz@campus.fct.unl.pt,"zqhnhujjrmqmnxz"
bnkguxibkwxpvbj,3752994891,bnkguxibkwxpvbj@campus.fct.unl.pt,"bnkguxibkwxpvbj"
shclljrxtaaweaj,985712611797,shclljrxtaaweaj@campus.fct.unl.pt,"shclljrxtaaweaj"
gizlrinhdxvufpd,4260884098,gizlrinhdxvufpd@campus.fct.unl.pt,"gizlrinhdxvufpd"
vldsjcqkgnpbtmz,1151049411553,vldsjcqkgnpbtmz@campus.fct.unl.pt,"vldsjcqkgnpbtmz"
intlcvoxkqhhoxc,8680787048,intlcvoxkqhhoxc@campus.fct.unl.pt,"intlcvoxkqhhoxc"
wssxseeenqzeuhb,64107437088,wssxseeenqzeuhb@campus.fct.unl.pt,"wssxseeenqzeuhb"
ltyboviqpeoihuk,111471078371,ltyboviqpeoihuk@campus.fct.unl.pt,"ltyboviqpeoihuk"
pvsnpjlxxzeqjds,405212669110,pvsnpjlxxzeqjds@campus.fct.unl.pt,"pvsnpjlxxzeqjds"
iujhllzhzxyqlaw,77738010787,iujhllzhzxyqlaw@campus.fct.unl.pt,"iujhllzhzxyqlaw"
pkvongpdwwvllkj,97829911899,pkvongpdwwvllkj@campus.fct.unl.pt,"pkvongpdwwvllkj"
zrcpbnkwfekxzwx,541154910066,zrcpbnkwfekxzwx@campus.fct.unl.pt,"zrcpbnkwfekxzwx"
ocqffewfwwzjxto,80824161117,ocqffewfwwzjxto@campus.fct.unl.pt,"ocqffewfwwzjxto"
ikyqncxswpaovnj,5874976252,ikyqncxswpaovnj@campus.fct.unl.pt,"ikyqncxswpaovnj"
pgvbudlstwzklls,50121385942,pgvbudlstwzklls@campus.fct.unl.pt,"pgvbudlstwzklls"
cozfgpnucpxcruj,76123834437,cozfgpnucpxcruj@campus.fct.unl.pt,"cozfgpnucpxcruj"
zdyplqhqatwtuhd,5744848742,zdyplqhqatwtuhd@campus.fct.unl.pt,"zdyplqhqatwtuhd"
oaiwgzvxamkxgpb,80579611675,oaiwgzvxamkxgpb@campus.fct.unl.pt,"oaiwgzvxamkxgpb"
qygbvkkaakphvbi,10312510111770,qygbvkkaakphvbi@campus.fct.unl.pt,"qygbvkkaakphvbi"
kqjsqvamhalvxiv,11470855087,kqjsqvamhalvxiv@campus.fct.unl.pt,"kqjsqvamhalvxiv"
tsoxobsnnajqxkc,7010812086121,tsoxobsnnajqxkc@campus.fct.unl.pt,"tsoxobsnnajqxkc"
qgvlrqzybddbfyd,1234710152124,qgvlrqzybddbfyd@campus.fct.unl.pt,"qgvlrqzybddbfyd"
vtrfunabeyqdhfq,5637998251,vtrfunabeyqdhfq@campus.fct.unl.pt,"vtrfunabeyqdhfq"
bzmtvvmvxloccfi,7381747454,bzmtvvmvxloccfi@campus.fct.unl.pt,"bzmtvvmvxloccfi"
picvuzxhwtsgzed,42585212346,picvuzxhwtsgzed@campus.fct.unl.pt,"picvuzxhwtsgzed"
gksftlftafxkgrq,8212669125100,gksftlftafxkgrq@campus.fct.unl.pt,"gksftlftafxkgrq"
nsabemdpbwcdhib,108122434978,nsabemdpbwcdhib@campus.fct.unl.pt,"nsabemdpbwcdhib"
ctdhsurvygfahwv,7053498359,ctdhsurvygfahwv@campus.fct.unl.pt,"ctdhsurvygfahwv"
vpfzezqtcvpbhdv,67904944109,vpfzezqtcvpbhdv@campus.fct.unl.pt,"vpfzezqtcvpbhdv"
molqzmiupjmblad,4281478938,molqzmiupjmblad@campus.fct.unl.pt,"molqzmiupjmblad"
echgwtgvaxyibid,7553954395,echgwtgvaxyibid@campus.fct.unl.pt,"echgwtgvaxyibid"
gsfqcgkxbpnlpgy,57587510767,gsfqcgkxbpnlpgy@campus.fct.unl.pt,"gsfqcgkxbpnlpgy"
yoddjergguydysc,561046195121,yoddjergguydysc@campus.fct.unl.pt,"yoddjergguydysc"
fnllwztziicueeo,11143614984,fnllwztziicueeo@campus.fct.unl.pt,"fnllwztziicueeo"
pumgeuyhxmljmou,62461225549,pumgeuyhxmljmou@campus.fct.unl.pt,"pumgeuyhxmljmou"
yywnidjbcllgkro,1057939109125,yywnidjbcllgkro@campus.fct.unl.pt,"yywnidjbcllgkro"
eadqhrybxbtejdt,389711712278,eadqhrybxbtejdt@campus.fct.unl.pt,"eadqhrybxbtejdt"
rwerigsxjkxtfio,11957489688,rwerigsxjkxtfio@campus.fct.unl.pt,"rwerigsxjkxtfio"
pzszphobcenpqxy,6412611410833,pzszphobcenpqxy@campus.fct.unl.pt,"pzszphobcenpqxy"
wkowqpvtsfubodv,643310112254,wkowqpvtsfubodv@campus.fct.unl.pt,"wkowqpvtsfubodv"
xlsfxwaqvczjqve,68115548996,xlsfxwaqvczjqve@campus.fct.unl.pt,"xlsfxwaqvczjqve"
sqqlfymantqizoh,4234344550,sqqlfymantqizoh@campus.fct.unl.pt,"sqqlfymantqizoh"
ztbpdwdrlcxbmpa,11359397753,ztbpdwdrlcxbmpa@campus.fct.unl.pt,"ztbpdwdrlcxbmpa"
qzfriixskxwoktz,754512512287,qzfriixskxwoktz@campus.fct.unl.pt,"qzfriixskxwoktz"
zikzjntokvqwtpy,986940104120,zikzjntokvqwtpy@campus.fct.unl.pt,"zikzjntokvqwtpy"
oehksddzimlncny,1161129190126,oehksddzimlncny@campus.fct.unl.pt,"oehksddzimlncny"
ombeshwxqeabrxb,1136410949120,ombeshwxqeabrxb@campus.fct.unl.pt,"ombeshwxqeabrxb"
smdmwndfpyzmuyf,1131071056935,smdmwndfpyzmuyf@campus.fct.unl.pt,"smdmwndfpyzmuyf"
fyzcpakaeojbauz,1121231239140,fyzcpakaeojbauz@campus.fct.unl.pt,"fyzcpakaeojbauz"
cxoruldwmohbixf,406010610033,cxoruldwmohbixf@campus.fct.unl.pt,"cxoruldwmohbixf"
iuuifrxtyognkto,605211012589,iuuifrxtyognkto@campus.fct.unl.pt,"iuuifrxtyognkto"
jorffutvbniuilx,3968359276,jorffutvbniuilx@campus.fct.unl.pt,"jorffutvbniuilx"
djshsqwemstzvup,33511109448,djshsqwemstzvup@campus.fct.unl.pt,"djshsqwemstzvup"
yvwzvryajjgojdh,74112876454,yvwzvryajjgojdh@campus.fct.unl.pt,"yvwzvryajjgojdh"
pbhnifggljgmmez,9977847883,pbhnifggljgmmez@campus.fct.unl.pt,"pbhnifggljgmmez"
bvquwhqmlpwaomc,43763687112,bvquwhqmlpwaomc@campus.fct.unl.pt,"bvquwhqmlpwaomc"
szkfvbnjkvebpnm,5961986180,szkfvbnjkvebpnm@campus.fct.unl.pt,"szkfvbnjkvebpnm"
xkuvpcykjnnhkao,66699310461,xkuvpcykjnnhkao@campus.fct.unl.pt,"xkuvpcykjnnhkao"
zbpujshpguefkpb,57899782101,zbpujshpguefkpb@campus.fct.unl.pt,"zbpujshpguefkpb"
tvpqbpuvjsigzve,49356448112,tvpqbpuvjsigzve@campus.fct.unl.pt,"tvpqbpuvjsigzve"
eotermftnlqpbxu,501229211782,eotermftnlqpbxu@campus.fct.unl.pt,"eotermftnlqpbxu"
